id,name,age,number,position,photo,team_id,team_name
182718,Joan García,24,13,Goalkeeper,https://media.api-sports.io/football/players/182718.png,9,Spain
19465,David Raya,30,1,Goalkeeper,https://media.api-sports.io/football/players/19465.png,9,Spain
47270,Unai Simón,28,23,Goalkeeper,https://media.api-sports.io/football/players/47270.png,9,Spain
396623,Pau Cubarsí Paredes,18,22,Defender,https://media.api-sports.io/football/players/396623.png,9,Spain
47380,Marc Cucurella,27,24,Defender,https://media.api-sports.io/football/players/47380.png,9,Spain
619,Eric García,24,4,Defender,https://media.api-sports.io/football/players/619.png,9,Spain
563,Álex Grimaldo,30,3,Defender,https://media.api-sports.io/football/players/563.png,9,Spain
622,Aymeric Laporte,31,14,Defender,https://media.api-sports.io/football/players/622.png,9,Spain
753,Marcos Llorente,30,5,Midfielder,https://media.api-sports.io/football/players/753.png,9,Spain
47519,Pedro Porro,26,12,Defender,https://media.api-sports.io/football/players/47519.png,9,Spain
295793,Marc Pubill,22,2,Defender,https://media.api-sports.io/football/players/295793.png,9,Spain
296667,Gavi,21,9,Attacker,https://media.api-sports.io/football/players/296667.png,9,Spain
47311,Mikel Merino,29,6,Midfielder,https://media.api-sports.io/football/players/47311.png,9,Spain
133609,Pedri,23,20,Midfielder,https://media.api-sports.io/football/players/133609.png,9,Spain
44,Rodri,29,16,Midfielder,https://media.api-sports.io/football/players/44.png,9,Spain
328,Fabián Ruiz,29,8,Midfielder,https://media.api-sports.io/football/players/328.png,9,Spain
47315,Martín Zubimendi,26,18,Midfielder,https://media.api-sports.io/football/players/47315.png,9,Spain
182219,Álex Baena,24,15,Midfielder,https://media.api-sports.io/football/players/182219.png,9,Spain
1323,Dani Olmo,27,10,Midfielder,https://media.api-sports.io/football/players/1323.png,9,Spain
47348,Borja Iglesias,32,26,Attacker,https://media.api-sports.io/football/players/47348.png,9,Spain
386828,Lamine Yamal,18,19,Midfielder,https://media.api-sports.io/football/players/386828.png,9,Spain
338751,Víctor Muñoz,22,25,Attacker,https://media.api-sports.io/football/players/338751.png,9,Spain
47323,Mikel Oyarzabal,28,21,Attacker,https://media.api-sports.io/football/players/47323.png,9,Spain
184226,Yeremy Pino,23,11,Midfielder,https://media.api-sports.io/football/players/184226.png,9,Spain
931,Ferran Torres,25,7,Midfielder,https://media.api-sports.io/football/players/931.png,9,Spain
183799,Nico Williams,23,17,Attacker,https://media.api-sports.io/football/players/183799.png,9,Spain
