id,name,age,number,position,photo,team_id,team_name
314509,M. Epolo,20,21,Goalkeeper,https://media.api-sports.io/football/players/314509.png,1508,Congo DR
48501,T. Fayulu,26,16,Goalkeeper,https://media.api-sports.io/football/players/48501.png,1508,Congo DR
24012,L. Mpasi,31,1,Goalkeeper,https://media.api-sports.io/football/players/24012.png,1508,Congo DR
8445,D. Batubinsika,29,5,Defender,https://media.api-sports.io/football/players/8445.png,1508,Congo DR
24245,G. Kalulu,28,24,Defender,https://media.api-sports.io/football/players/24245.png,1508,Congo DR
199767,S. Kapuadi,27,3,Defender,https://media.api-sports.io/football/players/199767.png,1508,Congo DR
21098,J. Kayembe,31,12,Defender,https://media.api-sports.io/football/players/21098.png,1508,Congo DR
18816,A. Masuaku,32,26,Defender,https://media.api-sports.io/football/players/18816.png,1508,Congo DR
375,C. Mbemba,31,22,Defender,https://media.api-sports.io/football/players/375.png,1508,Congo DR
19182,A. Tuanzebe,28,4,Defender,https://media.api-sports.io/football/players/19182.png,1508,Congo DR
18846,A. Wan-Bissaka,28,2,Defender,https://media.api-sports.io/football/players/18846.png,1508,Congo DR
1424,E. Kayembe,27,25,Midfielder,https://media.api-sports.io/football/players/1424.png,1508,Congo DR
21101,S. Moutoussamy,29,8,Midfielder,https://media.api-sports.io/football/players/21101.png,1508,Congo DR
375598,N. Mukau,21,6,Midfielder,https://media.api-sports.io/football/players/375598.png,1508,Congo DR
48555,C. Pickel,28,18,Midfielder,https://media.api-sports.io/football/players/48555.png,1508,Congo DR
365331,N. Sadiki,21,14,Midfielder,https://media.api-sports.io/football/players/365331.png,1508,Congo DR
44791,A. Tshibola,30,15,Midfielder,https://media.api-sports.io/football/players/44791.png,1508,Congo DR
129670,N. Mbuku,23,7,Midfielder,https://media.api-sports.io/football/players/129670.png,1508,Congo DR
8627,T. Bongonda,30,10,Midfielder,https://media.api-sports.io/football/players/8627.png,1508,Congo DR
3033,C. Bakambu,34,17,Attacker,https://media.api-sports.io/football/players/3033.png,1508,Congo DR
20674,S. Banza,29,23,Attacker,https://media.api-sports.io/football/players/20674.png,1508,Congo DR
279482,B. Cipenga,27,9,Attacker,https://media.api-sports.io/football/players/279482.png,1508,Congo DR
3034,M. Elia,28,13,Attacker,https://media.api-sports.io/football/players/3034.png,1508,Congo DR
47545,G. Kakuta,34,11,Attacker,https://media.api-sports.io/football/players/47545.png,1508,Congo DR
179699,F. Mayele,31,19,Attacker,https://media.api-sports.io/football/players/179699.png,1508,Congo DR
20649,Y. Wissa,29,20,Attacker,https://media.api-sports.io/football/players/20649.png,1508,Congo DR
