id,name,age,number,position,photo,team_id,team_name
7598,P. Pentz,28,13,Goalkeeper,https://media.api-sports.io/football/players/7598.png,775,Austria
7525,A. Schlager,29,1,Goalkeeper,https://media.api-sports.io/football/players/7525.png,775,Austria
221605,F. Wiegele,24,12,Goalkeeper,https://media.api-sports.io/football/players/221605.png,775,Austria
126640,D. Affengruber,24,2,Defender,https://media.api-sports.io/football/players/126640.png,775,Austria
505,D. Alaba,33,8,Defender,https://media.api-sports.io/football/players/505.png,775,Austria
25287,K. Danso,27,3,Defender,https://media.api-sports.io/football/players/25287.png,775,Austria
25314,M. Friedl,27,23,Defender,https://media.api-sports.io/football/players/25314.png,775,Austria
26240,P. Lienhart,29,15,Defender,https://media.api-sports.io/football/players/26240.png,775,Austria
25915,P. Mwene,31,16,Defender,https://media.api-sports.io/football/players/25915.png,775,Austria
711,S. Posch,28,5,Defender,https://media.api-sports.io/football/players/711.png,775,Austria
7090,M. Svoboda,27,25,Defender,https://media.api-sports.io/football/players/7090.png,775,Austria
1725,D. Ljubičić,26,19,Midfielder,https://media.api-sports.io/football/players/1725.png,775,Austria
138935,C. Chukwuemeka,22,17,Midfielder,https://media.api-sports.io/football/players/138935.png,775,Austria
719,F. Grillitsch,30,10,Midfielder,https://media.api-sports.io/football/players/719.png,775,Austria
1157,K. Laimer,28,20,Defender,https://media.api-sports.io/football/players/1157.png,775,Austria
7327,A. Prass,24,22,Defender,https://media.api-sports.io/football/players/7327.png,775,Austria
1159,M. Sabitzer,31,9,Midfielder,https://media.api-sports.io/football/players/1159.png,775,Austria
1095,X. Schlager,28,4,Midfielder,https://media.api-sports.io/football/players/1095.png,775,Austria
7562,R. Schmid,25,18,Midfielder,https://media.api-sports.io/football/players/7562.png,775,Austria
417,A. Schöpf,31,26,Midfielder,https://media.api-sports.io/football/players/417.png,775,Austria
7328,N. Seiwald,24,6,Midfielder,https://media.api-sports.io/football/players/7328.png,775,Austria
327895,P. Wanner,20,24,Midfielder,https://media.api-sports.io/football/players/327895.png,775,Austria
126642,P. Wimmer,24,21,Midfielder,https://media.api-sports.io/football/players/126642.png,775,Austria
18830,M. Arnautovic,36,7,Attacker,https://media.api-sports.io/football/players/18830.png,775,Austria
25297,M. Gregoritsch,31,11,Midfielder,https://media.api-sports.io/football/players/25297.png,775,Austria
7722,S. Kalajdzic,28,14,Attacker,https://media.api-sports.io/football/players/7722.png,775,Austria
