id,name,age,number,position,photo,team_id,team_name
197933,Ahmed Basil,29,22,Goalkeeper,https://media.api-sports.io/football/players/197933.png,1567,Iraq
53886,Jalal Hassan Hachim,34,12,Goalkeeper,https://media.api-sports.io/football/players/53886.png,1567,Iraq
123802,Fahad Talib,31,1,Goalkeeper,https://media.api-sports.io/football/players/123802.png,1567,Iraq
145465,Hussein Ali,23,3,Defender,https://media.api-sports.io/football/players/145465.png,1567,Iraq
271444,Merchas Doski,26,23,Defender,https://media.api-sports.io/football/players/271444.png,1567,Iraq
15769,Frans Putros,32,26,Defender,https://media.api-sports.io/football/players/15769.png,1567,Iraq
427187,Mustafa Saadoun,24,25,Defender,https://media.api-sports.io/football/players/427187.png,1567,Iraq
42261,Rebin Solaka,33,2,Defender,https://media.api-sports.io/football/players/42261.png,1567,Iraq
296373,Zayed Tahseen,24,4,Defender,https://media.api-sports.io/football/players/296373.png,1567,Iraq
292253,Ahmed Hasan Al Reeshawee,30,15,Defender,https://media.api-sports.io/football/players/292253.png,1567,Iraq
295394,Munaf Younus,29,6,Defender,https://media.api-sports.io/football/players/295394.png,1567,Iraq
453073,Akam Rahman,27,5,Defender,https://media.api-sports.io/football/players/453073.png,1567,Iraq
47792,Amir Al Ammari,28,16,Midfielder,https://media.api-sports.io/football/players/47792.png,1567,Iraq
282065,Youssef Amyn,22,7,Attacker,https://media.api-sports.io/football/players/282065.png,1567,Iraq
140747,Ibraheem Bayesh,25,8,Midfielder,https://media.api-sports.io/football/players/140747.png,1567,Iraq
284295,Zidane Iqbal,22,14,Midfielder,https://media.api-sports.io/football/players/284295.png,1567,Iraq
626479,Z. Ismaeel,23,24,Midfielder,https://media.api-sports.io/football/players/626479.png,1567,Iraq
48129,A. Sher,23,20,Midfielder,https://media.api-sports.io/football/players/48129.png,1567,Iraq
48025,Kevin Yakob,25,19,Midfielder,https://media.api-sports.io/football/players/48025.png,1567,Iraq
542644,A. Jasim,21,17,Attacker,https://media.api-sports.io/football/players/542644.png,1567,Iraq
299813,Ali Al Hamadi,23,9,Attacker,https://media.api-sports.io/football/players/299813.png,1567,Iraq
265448,M. Farji,21,21,Midfielder,https://media.api-sports.io/football/players/265448.png,1567,Iraq
49451,Aymen Hussein,29,18,Attacker,https://media.api-sports.io/football/players/49451.png,1567,Iraq
53894,Meme,25,10,Attacker,https://media.api-sports.io/football/players/53894.png,1567,Iraq
229112,A. Qasem,22,11,Midfielder,https://media.api-sports.io/football/players/229112.png,1567,Iraq
163854,A. Y. Hashim,29,13,Attacker,https://media.api-sports.io/football/players/163854.png,1567,Iraq
