id,name,age,number,position,photo,team_id,team_name
158700,V. Johansson,27,12,Goalkeeper,https://media.api-sports.io/football/players/158700.png,5,Sweden
2851,K. Nordfeldt,36,23,Goalkeeper,https://media.api-sports.io/football/players/2851.png,5,Sweden
48033,J. Widell Zetterström,27,1,Goalkeeper,https://media.api-sports.io/football/players/48033.png,5,Sweden
47903,H. Ekdal,27,14,Defender,https://media.api-sports.io/football/players/47903.png,5,Sweden
47969,G. Gudmundsson,26,5,Midfielder,https://media.api-sports.io/football/players/47969.png,5,Sweden
137976,I. Hien,26,4,Defender,https://media.api-sports.io/football/players/137976.png,5,Sweden
137721,G. Lagerbielke,25,2,Defender,https://media.api-sports.io/football/players/137721.png,5,Sweden
889,V. Lindelöf,31,3,Midfielder,https://media.api-sports.io/football/players/889.png,5,Sweden
47988,C. Starfelt,30,15,Defender,https://media.api-sports.io/football/players/47988.png,5,Sweden
161504,H. Johansson,28,6,Defender,https://media.api-sports.io/football/players/161504.png,5,Sweden
8486,E. Smith,28,20,Defender,https://media.api-sports.io/football/players/8486.png,5,Sweden
226765,E. Stroud,23,24,Defender,https://media.api-sports.io/football/players/226765.png,5,Sweden
198654,D. Svensson,23,8,Defender,https://media.api-sports.io/football/players/198654.png,5,Sweden
47696,A. Bernhardsson,27,21,Midfielder,https://media.api-sports.io/football/players/47696.png,5,Sweden
265820,Y. Ayari,22,18,Midfielder,https://media.api-sports.io/football/players/265820.png,5,Sweden
347316,L. Bergvall,19,7,Midfielder,https://media.api-sports.io/football/players/347316.png,5,Sweden
48002,B. Nygren,24,10,Midfielder,https://media.api-sports.io/football/players/48002.png,5,Sweden
48047,J. Karlström,30,16,Midfielder,https://media.api-sports.io/football/players/48047.png,5,Sweden
2860,K. Sema,32,13,Midfielder,https://media.api-sports.io/football/players/2860.png,5,Sweden
30484,M. Svanberg,26,19,Midfielder,https://media.api-sports.io/football/players/30484.png,5,Sweden
350850,B. Zeneli,23,22,Midfielder,https://media.api-sports.io/football/players/350850.png,5,Sweden
160925,T. Ali,27,26,Midfielder,https://media.api-sports.io/football/players/160925.png,5,Sweden
153430,A. Elanga,23,11,Midfielder,https://media.api-sports.io/football/players/153430.png,5,Sweden
18979,V. Gyökeres,27,17,Attacker,https://media.api-sports.io/football/players/18979.png,5,Sweden
2864,A. Isak,26,9,Attacker,https://media.api-sports.io/football/players/2864.png,5,Sweden
15683,G. Nilsson,28,25,Attacker,https://media.api-sports.io/football/players/15683.png,5,Sweden
