id,name,age,number,position,photo,team_id,team_name
4414,O. Benbot,31,16,Goalkeeper,https://media.api-sports.io/football/players/4414.png,1532,Algeria
304229,M. Mastil,25,1,Goalkeeper,https://media.api-sports.io/football/players/304229.png,1532,Algeria
732,L. Zidane,27,23,Goalkeeper,https://media.api-sports.io/football/players/732.png,1532,Algeria
342740,A. Abada,26,3,Defender,https://media.api-sports.io/football/players/342740.png,1532,Algeria
21138,R. Aït-Nouri,24,15,Defender,https://media.api-sports.io/football/players/21138.png,1532,Algeria
4561,Z. Belaïd,27,5,Defender,https://media.api-sports.io/football/players/4561.png,1532,Algeria
303362,R. Belghali,23,17,Defender,https://media.api-sports.io/football/players/303362.png,1532,Algeria
2194,R. Bensebaïni,30,21,Defender,https://media.api-sports.io/football/players/2194.png,1532,Algeria
20869,S. Chergui,26,26,Defender,https://media.api-sports.io/football/players/20869.png,1532,Algeria
271539,J. Hadjam,22,13,Defender,https://media.api-sports.io/football/players/271539.png,1532,Algeria
1567,A. Mandi,34,2,Defender,https://media.api-sports.io/football/players/1567.png,1532,Algeria
4569,M. Tougai,26,4,Defender,https://media.api-sports.io/football/players/4569.png,1532,Algeria
658,H. Aouar,27,8,Attacker,https://media.api-sports.io/football/players/658.png,1532,Algeria
409,N. Bentaleb,31,19,Midfielder,https://media.api-sports.io/football/players/409.png,1532,Algeria
4399,H. Boudaoui,26,14,Midfielder,https://media.api-sports.io/football/players/4399.png,1532,Algeria
380587,I. Maza,20,22,Attacker,https://media.api-sports.io/football/players/380587.png,1532,Algeria
327599,Y. Titraoui,22,24,Midfielder,https://media.api-sports.io/football/players/327599.png,1532,Algeria
129047,R. Zerrouki,27,6,Midfielder,https://media.api-sports.io/football/players/129047.png,1532,Algeria
276670,F. Chaïbi,23,10,Midfielder,https://media.api-sports.io/football/players/276670.png,1532,Algeria
200139,M. Amoura,26,18,Attacker,https://media.api-sports.io/football/players/200139.png,1532,Algeria
292924,A. Benbouali,26,12,Attacker,https://media.api-sports.io/football/players/292924.png,1532,Algeria
329163,A. Boulbina,22,20,Attacker,https://media.api-sports.io/football/players/329163.png,1532,Algeria
334915,F. Ghedjemis,23,25,Attacker,https://media.api-sports.io/football/players/334915.png,1532,Algeria
85041,A. Gouiri,25,9,Attacker,https://media.api-sports.io/football/players/85041.png,1532,Algeria
326067,A. Hadj-Moussa,23,11,Attacker,https://media.api-sports.io/football/players/326067.png,1532,Algeria
635,R. Mahrez,34,7,Midfielder,https://media.api-sports.io/football/players/635.png,1532,Algeria
