id,name,age,number,position,photo,team_id,team_name
61895,S. Mele,28,12,Goalkeeper,https://media.api-sports.io/football/players/61895.png,7,Uruguay
429,F. Muslera,39,23,Goalkeeper,https://media.api-sports.io/football/players/429.png,7,Uruguay
50077,S. Rochet,32,1,Goalkeeper,https://media.api-sports.io/football/players/50077.png,7,Uruguay
101814,R. Araújo,26,4,Defender,https://media.api-sports.io/football/players/101814.png,7,Uruguay
135334,S. Bueno,27,24,Defender,https://media.api-sports.io/football/players/135334.png,7,Uruguay
51535,S. Cáceres,26,3,Defender,https://media.api-sports.io/football/players/51535.png,7,Uruguay
31,J. Giménez,30,2,Defender,https://media.api-sports.io/football/players/31.png,7,Uruguay
47254,M. Olivera,28,16,Defender,https://media.api-sports.io/football/players/47254.png,7,Uruguay
1290,G. Varela,32,13,Defender,https://media.api-sports.io/football/players/1290.png,7,Uruguay
51572,M. Viña,28,17,Defender,https://media.api-sports.io/football/players/51572.png,7,Uruguay
863,R. Bentancur,28,6,Midfielder,https://media.api-sports.io/football/players/863.png,7,Uruguay
153083,E. Martínez,26,15,Midfielder,https://media.api-sports.io/football/players/153083.png,7,Uruguay
162891,J. Sanabria,25,25,Defender,https://media.api-sports.io/football/players/162891.png,7,Uruguay
51494,M. Ugarte,24,5,Midfielder,https://media.api-sports.io/football/players/51494.png,7,Uruguay
756,F. Valverde,27,8,Midfielder,https://media.api-sports.io/football/players/756.png,7,Uruguay
108563,R. Zalazar,26,26,Midfielder,https://media.api-sports.io/football/players/108563.png,7,Uruguay
2612,G. de Arrascaeta,31,10,Midfielder,https://media.api-sports.io/football/players/2612.png,7,Uruguay
5995,N. de la Cruz,28,7,Midfielder,https://media.api-sports.io/football/players/5995.png,7,Uruguay
51776,M. Araújo,25,20,Midfielder,https://media.api-sports.io/football/players/51776.png,7,Uruguay
51603,A. Canobbio,27,14,Midfielder,https://media.api-sports.io/football/players/51603.png,7,Uruguay
16482,R. Aguirre,31,19,Attacker,https://media.api-sports.io/football/players/16482.png,7,Uruguay
51466,J. Piquerez,27,22,Attacker,https://media.api-sports.io/football/players/51466.png,7,Uruguay
51617,D. Núñez,26,9,Attacker,https://media.api-sports.io/football/players/51617.png,7,Uruguay
70078,F. Pellistri,24,11,Midfielder,https://media.api-sports.io/football/players/70078.png,7,Uruguay
51618,B. Rodríguez,25,18,Attacker,https://media.api-sports.io/football/players/51618.png,7,Uruguay
51530,F. Viñas,27,21,Midfielder,https://media.api-sports.io/football/players/51530.png,7,Uruguay
