id,name,age,number,position,photo,team_id,team_name
193288,Nawaf Al Aqidi,25,1,Goalkeeper,https://media.api-sports.io/football/players/193288.png,23,Saudi Arabia
44449,Ahmed Al Kassar,34,22,Goalkeeper,https://media.api-sports.io/football/players/44449.png,23,Saudi Arabia
44411,Mohammed Al Owais,34,21,Goalkeeper,https://media.api-sports.io/football/players/44411.png,23,Saudi Arabia
44594,Saud Abdulhamid,26,12,Defender,https://media.api-sports.io/football/players/44594.png,23,Saudi Arabia
403087,Mohammed Abu Al Shamat,23,26,Midfielder,https://media.api-sports.io/football/players/403087.png,23,Saudi Arabia
134995,Nawaf Boushal,26,13,Defender,https://media.api-sports.io/football/players/134995.png,23,Saudi Arabia
44475,Abdulelah Al Amri,28,4,Defender,https://media.api-sports.io/football/players/44475.png,23,Saudi Arabia
202381,Moteb Al Harbi,25,24,Defender,https://media.api-sports.io/football/players/202381.png,23,Saudi Arabia
44335,Hassan Kadesh,33,14,Defender,https://media.api-sports.io/football/players/44335.png,23,Saudi Arabia
44507,Ali Lajami,29,3,Defender,https://media.api-sports.io/football/players/44507.png,23,Saudi Arabia
44367,Ali Majrashi,26,2,Defender,https://media.api-sports.io/football/players/44367.png,23,Saudi Arabia
44362,Hassan Tambakti,26,5,Defender,https://media.api-sports.io/football/players/44362.png,23,Saudi Arabia
543059,J. Thakri,24,25,Defender,https://media.api-sports.io/football/players/543059.png,23,Saudi Arabia
44339,Nasser Al Dawsari,27,6,Midfielder,https://media.api-sports.io/football/players/44339.png,23,Saudi Arabia
44349,Mohamed Kanno,31,23,Attacker,https://media.api-sports.io/football/players/44349.png,23,Saudi Arabia
269172,Ziyad Al Johani,24,16,Midfielder,https://media.api-sports.io/football/players/269172.png,23,Saudi Arabia
306380,Musab Al Juwayr,22,7,Attacker,https://media.api-sports.io/football/players/306380.png,23,Saudi Arabia
44315,Abdullah Al Khaibari,29,15,Midfielder,https://media.api-sports.io/football/players/44315.png,23,Saudi Arabia
593759,Ala Al Haji,29,27,Midfielder,https://media.api-sports.io/football/players/593759.png,23,Saudi Arabia
44701,Khalid Al Ghannam,25,17,Attacker,https://media.api-sports.io/football/players/44701.png,23,Saudi Arabia
2639,Sultan Mandash,31,20,Midfielder,https://media.api-sports.io/football/players/2639.png,23,Saudi Arabia
147812,Ayman Yahya,24,8,Midfielder,https://media.api-sports.io/football/players/147812.png,23,Saudi Arabia
44324,Feras Al Brikan,25,9,Attacker,https://media.api-sports.io/football/players/44324.png,23,Saudi Arabia
44382,Abdullah Al Hamdan,26,19,Attacker,https://media.api-sports.io/football/players/44382.png,23,Saudi Arabia
44551,Saleh Al Shehri,32,11,Attacker,https://media.api-sports.io/football/players/44551.png,23,Saudi Arabia
44340,Salem Al Dawsari,34,10,Midfielder,https://media.api-sports.io/football/players/44340.png,23,Saudi Arabia
